timestamp,ground_x,ground_y,ground_speed,ground_heading,ground_acceleration,ground_angular_velocity,ground_latitude,ground_longitude,gps_x,gps_y,gps_latitude,gps_longitude,gps_available,accel_x,accel_y,gyro_z,dt_s,heading_deg,ground_truth_x_m,ground_truth_y_m,dr_speed_mps,dr_heading_deg,dr_x_m,dr_y_m,position_error_m,cumulative_distance_m,gnss_available,gnss_x_m,gnss_y_m,navigation_mode
0.0,0.0,0.0,12.677570968074042,0.0,0.7040530035120263,0.0311690239017631,20.0,85.0,0.914151239263294,-3.9676233998750368,19.99996435823258,85.00000873898563,1,0.7117495345890846,0.4735597921387631,0.036421652212747,0.0,0.0,0.0,0.0,12.733665309669131,0.3016188300062481,0.0,0.0,0.0,0.0,True,0.0,0.0,GNSS + DR
0.1,1.2677570968074043,0.0,12.747976268425244,0.0031169023901763,0.6991564640377312,0.0342112984136709,20.0,85.00001211934149,-1.8521952219140825,-1.4585823920971406,19.99998689733144,84.99998229362198,1,0.7781660076213224,0.5870150970953143,0.0446380618792742,0.1,0.1785853521113405,1.2747914344667486,0.0039734133364175,12.777176586300437,0.6056562325064835,1.2776462734640257,0.0135061126357298,0.0099510030465015,1.2747976268425245,True,1.2747914344667486,0.0039734133364175,GNSS + DR
0.2,2.5425485312741527,0.0039734133364175,12.817402260881588,0.0065380322315434,0.689100908272513,0.0371247221952924,20.00000003569378,85.00002430592893,4.7939021186935245,1.2646535417601747,20.000011360576057,85.00004582812984,1,0.7331595665546871,0.4363663305896358,0.0419813821501733,0.1,0.3746016531879362,2.556504266104861,0.01235341254503,12.882411284797715,0.937635659609124,2.5657149053835573,0.0345870180190891,0.0240659321094855,2.5565378529306835,True,2.556504266104861,0.01235341254503,GNSS + DR
0.3,3.824261362912265,0.0123534125450301,12.885796450079749,0.0102505044510726,0.678527390220145,0.0398923132282575,20.0000001109726,85.00003655868267,6.645955512085907,-0.294836707288259,19.9999973514368,85.00006353315203,1,0.6736495298903296,0.6169527685561064,0.0546322766058524,0.0999999999999999,0.5873106429265247,3.845016214343196,0.0255617726222562,12.954607744407571,1.0719511369348602,3.860948961659562,0.0588224791753369,0.036879900182312,3.8451174979386584,True,3.845016214343196,0.0255617726222562,GNSS + DR
0.4,5.112773311150599,0.0255617726222563,12.953107738925617,0.0142397357738984,0.6674502139195759,0.0424981200524484,20.00000022962531,85.00004887643372,-0.7403322548109097,-1.92612908859452,19.999982697288004,84.99999292266678,1,0.6541532197279617,0.5839895036594661,0.0428787681597781,0.1,0.8158767612258334,5.140195665323483,0.044006032448833,12.96408703515254,1.2182922181649944,5.157064607395137,0.0863862131305692,0.0456140430266099,5.140428271831221,True,5.140195665323483,0.044006032448833,GNSS + DR
0.5,6.407952762130886,0.0440060324488332,13.019286492863662,0.0184895477791432,0.6558843161256789,0.0449273840365803,20.00000039531292,85.0000612579239,2.501414241543932,-1.9786313527246937,19.999982225652143,85.00002391269864,1,0.6035095011733069,0.6552274949871556,0.0366434319819492,0.0999999999999999,1.0593730528503895,6.441901780087278,0.0680767328783235,13.043242902726416,1.4582411835917135,6.46096647657358,0.119579130269512,0.0549177529507052,6.442356921117586,True,6.441901780087278,0.0680767328783235,GNSS + DR
0.6000000000000001,7.709658876894682,0.0680767328783237,13.084284602150753,0.0229822861828012,0.6438452459325639,0.047166689918247,20.000000611543697,85.00007370180685,8.093180086396538,-2.0689344603598023,19.999981414445525,85.00007736814366,1,0.688381904825905,0.5647535375765153,0.0719364435993788,0.1,1.3167880018363358,7.749984709055504,0.0981447631214366,13.1368414102141,1.7099374421744296,7.774065633704855,0.1587789505790003,0.0652410577827082,7.750785381332661,True,7.749984709055504,0.0981447631214366,GNSS + DR
0.7000000000000001,9.017741805862908,0.0981447631214369,13.148055542050177,0.0276989551746259,0.6313491435678742,0.0492041029849485,20.00000088164941,85.00008620665007,8.06901402883216,-2.540384122855391,19.999977179341148,85.0000771371241,1,0.6436197662053064,0.7503423700761255,0.0481577656195241,0.0999999999999999,1.5870332284281163,9.064285914982872,0.1345588464715048,13.191730690203306,1.955106784129275,9.09247076617108,0.2037844248596902,0.074743337761169,9.065590935537678,True,9.064285914982872,0.1345588464715048,GNSS + DR
0.8,10.332043011790278,0.1345588464715052,13.210554430864327,0.0326193654731208,0.6184127183868782,0.0510292914108157,20.000001208762683,85.00009877093795,10.28163953927741,6.9794574782996905,20.00006269753328,85.00009828909731,1,0.5298029419837025,0.7434510693176108,0.0503448705736382,0.0999999999999999,1.8689519720045795,10.38463860369444,0.1776431953748445,13.260218407714245,2.711196903595989,10.417008324676283,0.2665074534210793,0.0945761872489588,10.38664637862411,True,10.38463860369444,0.1776431953748445,GNSS + DR
0.9,11.652395700501843,0.177643195374845,13.27173808572755,0.0377222946142024,0.6050532260962527,0.0526336324231733,20.00000159579597,85.00011139307603,9.093263917781105,1.0701764089315098,20.000009613558248,85.00008692861665,1,0.6082674824577827,0.7265942822815032,0.0569755992124514,0.0999999999999999,2.161328274942873,11.71086825897392,0.227695364346709,13.30467720717608,2.705954935620707,11.745992538815736,0.3293191914932493,0.1075226361205684,11.713820187196868,True,11.71086825897392,0.227695364346709,GNSS + DR
