timestamp,lat_deg,lon_deg,x_m,y_m
0.0,19.99996435823258,85.00000873898563,0.0,0.0
0.1,19.99998689733144,84.99998229362198,-2.767430476886394,2.4951751033846197
0.2,20.000011360576057,85.00004582812984,3.8812706007773543,5.203361393648239
0.3,19.9999973514368,85.00006353315203,5.734049960842575,3.6524901136825276
0.4,19.999982697288004,84.99999292266678,-1.6551318613607802,2.0302121452907183
0.5,19.999982225652143,85.00002391269864,1.5878850374546738,1.9780000270764682
0.6000000000000001,19.999981414445525,85.00007736814366,7.181842270023635,1.8881973752542054
0.7000000000000001,19.999977179341148,85.0000771371241,7.157666934181519,1.4193531511303814
0.8,20.00006269753328,85.00009828909731,9.371154558907108,10.886584796052526
0.9,20.000009613558248,85.00008692861665,8.182316573346052,5.009960511564744
1.0,20.000025943098617,85.00014929166345,14.708425800401011,6.817714916967981
1.1,19.999989379684827,85.00015911046808,15.735938561865984,2.7699891117472273
1.2000000000000002,19.9999981304152,85.00015148327157,14.937773789487089,3.7387317890380523
1.3,19.999984562756445,85.0001947539565,19.465926614312686,2.2367382299276324
1.4,19.99993305192835,85.00018871861303,18.834351569931115,-3.4657319878414
1.5,19.999968170653798,85.00016359933252,16.205687349113248,0.42205886326937525
1.6,19.99995737809104,85.00021179550347,21.249278672373595,-0.7727187204379702
1.7000000000000002,19.99994648230657,85.0001867404217,18.62733794189284,-1.9789317588486248
1.8,19.999975911755183,85.0002524945029,25.50830853807641,1.2790430467099339
1.9,20.00004491997637,85.00023896983227,24.09298044892087,8.918547053537752
2.0,20.000009176293936,85.00024823731293,25.062800680559125,4.961569482729473
2.1,20.00004638754585,85.00024718303634,24.952467848484083,9.08101449124206
2.2,20.000023989262957,85.00031497832147,32.047049358745056,6.601440051986707
2.3000000000000003,20.00003538015104,85.00028872216362,29.299417248431293,7.862455405102765
2.4000000000000004,19.99999145888062,85.00029413615509,29.86598383994842,3.0001833794708297
2.5,20.00003137302239,85.00030961513052,31.485805667284193,7.418852869319726
2.6,20.0000384731166,85.00034829961693,35.53402206343451,8.204871485470242
2.7,20.000004940825686,85.00035685761583,36.429599206981145,4.492704920870343
2.8000000000000003,20.000037269557325,85.00037157960676,37.97020486404746,8.07163741954021
2.9000000000000004,20.00003921818868,85.00038548477704,39.42533958980046,8.287362479876062
3.0,20.000010977177688,85.00044795500227,45.96267322014956,5.160977374561672
3.1,19.99999741263559,85.00038830189503,39.72015319222913,3.6593091420274177
3.2,19.99999769563405,85.00039870555683,40.808866032496745,3.6906407859183044
3.3000000000000003,20.00003392599618,85.00040351105018,41.31173746636601,7.701498418127582
3.4000000000000004,20.000042443331797,85.00045798092687,47.01184760257369,8.644418357516004
3.5,20.00001435431408,85.00048617053525,49.96181605653755,5.534851796371839
3.6,20.00003855440276,85.0004640123787,47.64302246251953,8.213898938648027
3.7,20.000055380424584,85.00045668167286,46.87588066141873,10.076609648636941
3.8,20.000058870621537,85.00047063480878,48.336034105492615,10.462993384828946
3.9,20.00008627606208,85.00052644804435,54.176715039924574,13.496910272911757
4.0,20.000081145809677,85.00054261969032,55.869031559047926,12.928974638955124
4.1000000000000005,20.000022059066485,85.00055039854126,56.683086376612266,6.387821372261515
4.2,20.00009675822504,85.00052925475055,54.47042489809281,14.657331583043987
4.3,20.0000394503674,85.0005685192282,58.57935676868436,8.313119199624415
4.4,20.000084321044824,85.00057872698964,59.64755209531659,13.28049923804318
4.5,20.000060424792903,85.0005951698134,61.36825403483217,10.63508759792885
4.6000000000000005,20.00004994272303,85.00062740390888,64.74146120554767,9.474689640301728
4.7,20.000014817164704,85.00062233416936,64.2109421452542,5.586137746280903
4.800000000000001,20.00006141961041,85.00064889570872,66.99050987371739,10.745238745585656
4.9,20.00002655379954,85.00064485934891,66.5681314009367,6.885442345519742
5.0,20.00009720716597,85.00066470031558,68.64439977547381,14.707081040350054
5.1000000000000005,20.00011460193122,85.0006879907383,71.08166535057717,16.632765880332496
5.2,20.00005486091388,85.00064156218174,66.22308068273952,10.01915999457999
5.300000000000001,20.00008711346757,85.0006876373405,71.0446956608695,13.589674896448749
5.4,20.000062091701253,85.00069675451599,71.99879236046212,10.819661938214411
5.5,20.000067395874897,85.00070534569281,72.89783118727647,11.406860424958749
5.6000000000000005,20.00010792630565,85.00072918429169,75.3924507442385,15.893763503150621
5.7,20.00008876561627,85.00079333754648,82.10590729522096,13.772623159814625
5.800000000000001,20.00013946708534,85.00073900262495,76.41989479145023,19.385467563098604
5.9,20.000082400171895,85.00080495223266,83.32135302978503,13.067946900421491
6.0,20.000125171558683,85.00074224729585,76.7594467776938,17.802892920563572
6.1000000000000005,20.000103742598174,85.00079421058173,82.19726006352381,15.430639726164925
6.2,20.00012547510817,85.00082176264173,85.08048930212618,17.83653556057642
6.300000000000001,20.00009492632785,85.00084716237953,87.73851267340916,14.454667642388676
6.4,20.000108625847066,85.00086397613744,89.498014651262,15.971272076230127
6.5,20.000109871065376,85.00087953272728,91.12596461827279,16.109131471013075
6.6000000000000005,20.00009351347428,85.00085995240572,89.07695163902363,14.298265441500613
6.7,20.000136988260465,85.00086983773429,90.11139712176728,19.11111604632304
6.800000000000001,20.00013981065256,85.00092081747988,95.44627264409374,19.42359519305641
6.9,20.00014146527155,85.00090380846866,93.66632977294633,19.606759012796733
7.0,20.00017011402304,85.0008857613549,91.7777369820032,22.77828871837037
7.1000000000000005,20.0001710193582,85.00090286509548,93.56759114277888,22.878522666667305
7.2,20.00012516512373,85.00092198500678,95.5684596645744,17.802272991948822
7.300000000000001,20.00014867558296,85.00097556643699,101.17558076198137,20.405013147839714
7.4,20.00012521176741,85.00097831403251,101.46312339090218,17.807469773277347
7.5,20.000146085435087,85.00100691931353,104.45656656635423,20.11829190979353
7.6,20.000132774656706,85.00098771741914,102.4471547322,18.644719783386883
7.7,20.00019612193957,85.0010173372804,105.54674208884063,25.657554154468116
7.800000000000001,20.000165830191968,85.00104351794823,108.28649001660885,22.304144441372166
7.9,20.00015376179546,85.00102945729675,106.81509348758846,20.968112146185835
8.0,20.00019545530275,85.00106414783066,110.44532418037333,25.583784776050155
8.1,20.000108482327956,85.00104475027429,108.41548847450659,15.955490680336146
8.200000000000001,20.0001164318702,85.00106597445638,110.63653021263143,16.835552982751246
8.3,20.000195929476188,85.00107805901023,111.9010864568505,25.63628704206261
8.4,20.0001799217375,85.0010672998439,110.7751836392772,23.86415453787973
8.5,20.000188889767177,85.00112811835577,117.13964983524274,24.85699527189693
8.6,20.000150280348237,85.00111321686596,115.58028238521358,20.582756601522235
8.700000000000001,20.00018932217993,85.00113953354223,118.33421409105233,24.90487324210748
8.8,20.000247900118094,85.00116542961439,121.04411457317543,31.389720846440607
8.9,20.0002201120348,85.0011768868518,122.2431006589067,28.313469106432347
9.0,20.00020650228884,85.00119557411423,124.19867618094312,26.806825577312626
9.1,20.00019415935442,85.001186050858,123.2021060656635,25.44040274634766
9.2,20.000199454903743,85.00118909321706,123.52047555774547,26.02664501801195
9.3,20.00015683824332,85.00121127911719,125.84219630363316,21.30881438168246
9.4,20.00022532641809,85.00117748213046,122.3053907224398,28.89072414486012
9.5,20.000245366307865,85.00119665561718,124.3118216558882,31.10924004868089
9.6,20.00018435063436,85.00121248487547,125.96835338463018,24.3545550103559
9.7,20.000213253878773,85.00123405755637,128.22584555183388,27.554284545631972
9.8,20.000204186464543,85.00128634024557,133.6970769294754,26.550523757882978
9.9,20.000213700194845,85.00126110349538,131.05612008515158,27.603714580413424
10.0,20.000245530089188,85.00128840274931,133.91287669493025,31.127442055630027
10.1,20.000192325857306,85.00134866522819,140.21920685676807,25.237554601859287
10.2,20.000269503234662,85.00131332457477,136.5208484051645,33.781392252497284
10.3,20.000277755172498,85.0013568113689,141.07159960503088,34.69495321378275
10.4,20.000255204675355,85.00132098451566,137.32244993481174,32.19848663745824
10.5,20.00019969489466,85.00135394913225,140.77214479914025,26.053343086264103
10.6,20.00024431907676,85.00134465794436,139.79981088870457,30.993423740629794
10.7,20.00030907025767,85.00137422491412,142.8938449203154,38.16168229862263
10.8,20.000205702320816,85.00142007322594,147.69182420984794,26.718447868039803
10.9,20.000275979768663,85.00135844350986,141.24239968526192,34.49840976525168
11.0,20.00025837939313,85.00143242862589,148.98472957604537,32.55003675230407
11.1,20.00031675678304,85.00143875692598,149.64691149085664,39.012669994038106
11.2,20.000281837291467,85.00142684858567,148.40077359320946,35.14692181419438
11.3,20.000315940899338,85.0014143456259,147.09234593405805,38.922326545669726
11.4,20.0003253861003,85.00146979356684,152.89479069727156,39.968000478088456
11.5,20.000364797938825,85.00146442556546,152.33300823427695,44.33105528501078
11.6,20.000315084940624,85.00149814696736,155.86189549211207,38.82764401766028
11.7,20.000336009225403,85.00150394012535,156.4681107148405,41.144057554118284
11.8,20.000291257324008,85.00156106542296,162.4461398869384,36.189884368620945
11.9,20.00036884964553,85.00152005208126,158.15414357942365,44.77964815987691
