timestamp,ground_x,ground_y,ground_speed,ground_heading,ground_acceleration,ground_angular_velocity,ground_latitude,ground_longitude,gps_x,gps_y,gps_latitude,gps_longitude,gps_available,accel_x,accel_y,gyro_z
0.0,0.0,0.0,12.677570968074042,0.0,0.7040530035120263,0.031169023901763154,20.0,85.0,0.914151239263294,-3.9676233998750368,19.99996435823258,85.00000873898563,1,0.7117495345890846,0.47355979213876315,0.036421652212747055
0.1,1.2677570968074043,0.0,12.747976268425244,0.0031169023901763157,0.6991564640377312,0.03421129841367099,20.0,85.00001211934149,-1.8521952219140823,-1.4585823920971406,19.99998689733144,84.99998229362198,1,0.7781660076213224,0.5870150970953143,0.04463806187927427
0.2,2.5425485312741527,0.0039734133364175235,12.817402260881588,0.006538032231543415,0.689100908272513,0.03712472219529244,20.00000003569378,85.00002430592893,4.7939021186935245,1.2646535417601747,20.000011360576057,85.00004582812984,1,0.7331595665546871,0.43636633058963586,0.04198138215017333
0.30000000000000004,3.824261362912265,0.012353412545030126,12.885796450079747,0.010250504451072659,0.678527390220145,0.039892313228257585,20.000000110972593,85.00003655868267,6.645955512085907,-0.294836707288259,19.999997351436797,85.00006353315203,1,0.6736495298903296,0.6169527685561064,0.054632276605852445
0.4,5.112773311150599,0.025561772622256347,12.953107738925617,0.014239735773898417,0.6674502139195759,0.04249812005244843,20.00000022962531,85.00004887643372,-0.7403322548109097,-1.92612908859452,19.999982697288004,84.99999292266678,1,0.6541532197279617,0.5839895036594661,0.042878768159778126
0.5,6.407952762130886,0.0440060324488332,13.019286492863662,0.01848954777914326,0.6558843161256789,0.04492738403658032,20.000000395312917,85.0000612579239,2.501414241543932,-1.9786313527246937,19.999982225652143,85.00002391269864,1,0.6035095011733069,0.6552274949871556,0.03664343198194922
0.6000000000000001,7.709658876894682,0.06807673287832378,13.084284602150753,0.022982286182801293,0.6438452459325639,0.04716668991824703,20.000000611543697,85.00007370180685,8.093180086396538,-2.0689344603598023,19.999981414445525,85.00007736814366,1,0.688381904825905,0.5647535375765153,0.07193644359937883
0.7000000000000001,9.017741805862908,0.09814476312143691,13.148055542050175,0.027698955174625995,0.6313491435678742,0.04920410298494857,20.000000881649406,85.00008620665007,8.06901402883216,-2.540384122855391,19.999977179341148,85.0000771371241,1,0.6436197662053064,0.7503423700761255,0.048157765619524104
0.8,10.332043011790278,0.13455884647150526,13.210554430864327,0.03261936547312085,0.6184127183868782,0.05102929141081577,20.000001208762683,85.00009877093795,10.28163953927741,6.9794574782996905,20.000062697533277,85.00009828909731,1,0.5298029419837025,0.7434510693176108,0.05034487057363829
0.9,11.652395700501845,0.177643195374845,13.27173808572755,0.03772229461420243,0.6050532260962527,0.05263363242317334,20.000001595795975,85.00011139307603,9.093263917781105,1.0701764089315098,20.000009613558248,85.00008692861665,1,0.6082674824577827,0.7265942822815032,0.056975599212451496
